company_id,type,rule_id,text,confidence_pct
INDIGO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INDIGO,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.63
INDIGO,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
INDIGO,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
INDIGO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.23
INDIGO,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,78.17
INDIGO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
INDIGO,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
INDIGO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
INDIGO,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
INDUSINDBK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.0
INDUSINDBK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,81.69
INDUSINDBK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,63.33
INDUSINDBK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,61.8
INDUSINDBK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
INDUSINDBK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.17
INDUSINDBK,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
INDUSINDBK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.29
INDUSINDBK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
INFY,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.77
INFY,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
INFY,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,76.81
INFY,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
IOC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.17
IOC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,60.57
IOC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.23
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.18
IOC,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
IRCTC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,93.53
IRCTC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,65.92
IRCTC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.94
IRCTC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.67
IRCTC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,86.95
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.43
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRCTC,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
IRFC,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,68.14
IRFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.2
IRFC,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,66.57
IRFC,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.23
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,68.36
IRFC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
IRFC,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,64.82
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.09
IRFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
ITC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,73.9
ITC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ITC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.23
ITC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ITC,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,78.09
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,64.27
ITC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
ITC,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
JINDALSTEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,88.78
JINDALSTEL,pro,PRO_11,The company shows available financial indicators that support a positive business-quality assessment under the Day 30 fallback evaluation,75.0
JIOFIN,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
JIOFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
JIOFIN,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,68.73
JIOFIN,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.36
JSWENERGY,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,94.97
JSWENERGY,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.53
JSWENERGY,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.23
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,91.29
JSWENERGY,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,65.65
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71.42
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,62.57
JSWSTEEL,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.22
JSWSTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,70.14
KOTAKBANK,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.62
KOTAKBANK,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.7
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,73.73
KOTAKBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,67.04
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,68.57
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,91.8
LICI,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LICI,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
LICI,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LICI,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,74.17
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
LODHA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,61.34
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.43
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,100.0
LT,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
LTIM,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71.43
LTIM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
LTIM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,90.66
LTIM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.65
LTIM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
LTIM,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,79.45
LTIM,con,CON_3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,95.0
M&M,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,62.36
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78.96
M&M,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,60.41
MARUTI,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MARUTI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.0
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
MARUTI,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
MOTHERSON,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
MOTHERSON,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,61.45
MOTHERSON,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
NAUKRI,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,64.24
NAUKRI,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,64.87
NAUKRI,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,97.94
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85.4
NESTLEIND,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NESTLEIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,74.81
NESTLEIND,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,60.89
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,60.62
NESTLEIND,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
NHPC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
NHPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,99.85
NHPC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.5
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.74
NHPC,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,69.33
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,88.76
NTPC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.13
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,77.4
ONGC,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ONGC,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,62.73
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.94
ONGC,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
PFC,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71.68
PFC,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,78.71
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.69
PFC,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84.53
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,60.17
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PIDILITIND,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,63.31
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
PIDILITIND,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
PNB,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.81
PNB,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,69.33
PNB,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.86
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,93.48
POWERGRID,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
POWERGRID,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,68.73
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.37
POWERGRID,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
POWERGRID,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,60.5
RECLTD,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.35
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,72.86
RECLTD,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RELIANCE,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,77.69
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.16
RELIANCE,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,61.57
SBILIFE,pro,PRO_3,Debt-free balance sheet provides financial flexibility and eliminates interest burden,100.0
SBILIFE,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.47
SBILIFE,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SBILIFE,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
SBIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SBIN,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.24
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,75.37
SHREECEM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79.66
SHREECEM,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,69.61
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,61.94
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
SHREECEM,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
SHRIRAMFIN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,67.12
SHRIRAMFIN,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,66.28
SHRIRAMFIN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,65.6
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.88
SHRIRAMFIN,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
SHRIRAMFIN,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,81.96
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
SIEMENS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,73.53
SIEMENS,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.3
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.33
SIEMENS,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
SUNPHARMA,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.96
SUNPHARMA,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,67.27
SUNPHARMA,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,75.05
SUNPHARMA,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,88.92
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,87.51
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
SUNPHARMA,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TATACONSUM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TATACONSUM,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.93
TATACONSUM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,62.57
TATACONSUM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90.65
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.28
TATACONSUM,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TATAMOTORS,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,73.21
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TATAMOTORS,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TATAPOWER,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,61.03
TATAPOWER,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,71.71
TATASTEEL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TATASTEEL,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,71.93
TATASTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,68.95
TCS,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TCS,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,62.71
TCS,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
TCS,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TECHM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TECHM,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.73
TECHM,con,CON_7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",80.0
TITAN,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.99
TITAN,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.8
TITAN,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,60.45
TITAN,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,68.81
TITAN,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,69.02
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
TITAN,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,95.0
TITAN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,68.65
TORNTPHARM,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
TORNTPHARM,pro,PRO_5,Operating profit margin above 25% indicates strong pricing power and cost discipline,70.24
TORNTPHARM,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.95
TORNTPHARM,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90.79
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TORNTPHARM,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TRENT,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,71.69
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TRENT,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,68.28
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.95
TVSMOTOR,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
TVSMOTOR,con,CON_1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,84.45
TVSMOTOR,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,95.0
ULTRACEMCO,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
ULTRACEMCO,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,66.23
ULTRACEMCO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,67.97
ULTRACEMCO,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75.06
ULTRACEMCO,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.12
ULTRACEMCO,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
UNIONBANK,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.9
UNIONBANK,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
UNIONBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,90.0
UNIONBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
UNIONBANK,con,CON_1,Debt-to-equity ratio of 12.82 is elevated for a non-financial company and warrants monitoring,100.0
UNIONBANK,con,CON_6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90.57
UNIONBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
UNITDSPR,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
UNITDSPR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,98.11
UNITDSPR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,83.23
UNITDSPR,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,68.65
VBL,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.48
VBL,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
VBL,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
VBL,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
VBL,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
VEDL,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
VEDL,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,90.0
VEDL,con,CON_7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",100.0
WIPRO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.9
WIPRO,con,CON_5,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,95.0
ZOMATO,pro,PRO_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
ZOMATO,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,64.7
ZOMATO,con,CON_12,The available financial data does not identify a strong qualifying risk under the primary Day 30 rules; the company is therefore flagged for additional monitoring,75.0
ZYDUSLIFE,pro,PRO_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,95.0
